"","primary_com_name","species_group"
"6055","Western Quail-thrush","Quail-thrushes and Jewel-babblers"
"6056","Cinnamon Quail-thrush","Quail-thrushes and Jewel-babblers"
"6057","Nullarbor Quail-thrush","Quail-thrushes and Jewel-babblers"
"6058","Painted Quail-thrush","Quail-thrushes and Jewel-babblers"
"6059","Spotted Jewel-babbler","Quail-thrushes and Jewel-babblers"
"6060","Blue Jewel-babbler","Quail-thrushes and Jewel-babblers"
"6061","Dimorphic Jewel-babbler","Quail-thrushes and Jewel-babblers"
"6062","Chestnut-backed Jewel-babbler","Quail-thrushes and Jewel-babblers"
"6063","White-bellied Minivet","Cuckooshrikes"
"6064","Jerdon's Minivet","Cuckooshrikes"
"6065","Fiery Minivet","Cuckooshrikes"
"6066","Small Minivet","Cuckooshrikes"
"6067","Gray-chinned Minivet","Cuckooshrikes"
"6068","Sunda Minivet","Cuckooshrikes"
"6069","Short-billed Minivet","Cuckooshrikes"
"6070","Flores Minivet","Cuckooshrikes"
"6071","Long-tailed Minivet","Cuckooshrikes"
"6072","Orange Minivet","Cuckooshrikes"
"6073","Scarlet Minivet","Cuckooshrikes"
"6074","Ryukyu Minivet","Cuckooshrikes"
"6075","Ashy Minivet","Cuckooshrikes"
"6076","Brown-rumped Minivet","Cuckooshrikes"
"6077","Rosy Minivet","Cuckooshrikes"
"6078","Comoros Cuckooshrike","Cuckooshrikes"
"6079","Madagascar Cuckooshrike","Cuckooshrikes"
"6080","Grauer's Cuckooshrike","Cuckooshrikes"
"6081","Gray Cuckooshrike","Cuckooshrikes"
"6082","White-breasted Cuckooshrike","Cuckooshrikes"
"6083","Stout-billed Cuckooshrike","Cuckooshrikes"
"6084","Hooded Cuckooshrike","Cuckooshrikes"
"6085","Pied Cuckooshrike","Cuckooshrikes"
"6086","Cerulean Cuckooshrike","Cuckooshrikes"
"6087","Ground Cuckooshrike","Cuckooshrikes"
"6088","Barred Cuckooshrike","Cuckooshrikes"
"6089","Boyer's Cuckooshrike","Cuckooshrikes"
"6090","Black-faced Cuckooshrike","Cuckooshrikes"
"6091","North Melanesian Cuckooshrike","Cuckooshrikes"
"6092","White-bellied Cuckooshrike","Cuckooshrikes"
"6093","Moluccan Cuckooshrike","Cuckooshrikes"
"6094","Manus Cuckooshrike","Cuckooshrikes"
"6095","South Melanesian Cuckooshrike","Cuckooshrikes"
"6096","Large Cuckooshrike","Cuckooshrikes"
"6097","Bar-bellied Cuckooshrike","Cuckooshrikes"
"6098","Andaman Cuckooshrike","Cuckooshrikes"
"6099","Sunda Cuckooshrike","Cuckooshrikes"
"6100","Javan Cuckooshrike","Cuckooshrikes"
"6101","Wallacean Cuckooshrike","Cuckooshrikes"
"6102","Buru Cuckooshrike","Cuckooshrikes"
"6103","White-rumped Cuckooshrike","Cuckooshrikes"
"6104","Slaty Cuckooshrike","Cuckooshrikes"
"6105","Ghana Cuckooshrike","Cuckooshrikes"
"6106","Oriole Cuckooshrike","Cuckooshrikes"
"6107","Black Cuckooshrike","Cuckooshrikes"
"6108","Petit's Cuckooshrike","Cuckooshrikes"
"6109","Red-shouldered Cuckooshrike","Cuckooshrikes"
"6110","Purple-throated Cuckooshrike","Cuckooshrikes"
"6111","Golden Cuckooshrike","Cuckooshrikes"
"6112","McGregor's Cuckooshrike","Cuckooshrikes"
"6113","Polynesian Triller","Cuckooshrikes"
"6114","Samoan Triller","Cuckooshrikes"
"6115","Long-tailed Triller","Cuckooshrikes"
"6116","White-shouldered Triller","Cuckooshrikes"
"6117","White-winged Triller","Cuckooshrikes"
"6118","Black-browed Triller","Cuckooshrikes"
"6119","White-browed Triller","Cuckooshrikes"
"6120","Varied Triller","Cuckooshrikes"
"6121","Mussau Triller","Cuckooshrikes"
"6122","Black-and-white Triller","Cuckooshrikes"
"6123","White-rumped Triller","Cuckooshrikes"
"6124","Pied Triller","Cuckooshrikes"
"6125","Rufous-bellied Triller","Cuckooshrikes"
"6126","Reunion Cuckooshrike","Cuckooshrikes"
"6127","Mauritius Cuckooshrike","Cuckooshrikes"
"6128","Black-winged Cuckooshrike","Cuckooshrikes"
"6129","Black-headed Cuckooshrike","Cuckooshrikes"
"6130","Lesser Cuckooshrike","Cuckooshrikes"
"6131","Indochinese Cuckooshrike","Cuckooshrikes"
"6132","Pygmy Cuckooshrike","Cuckooshrikes"
"6133","Halmahera Cuckooshrike","Cuckooshrikes"
"6134","Blue Cuckooshrike","Cuckooshrikes"
"6135","New Caledonian Cuckooshrike","Cuckooshrikes"
"6136","Blackish Cuckooshrike","Cuckooshrikes"
"6137","White-winged Cuckooshrike","Cuckooshrikes"
"6138","Black-bellied Cicadabird","Cuckooshrikes"
"6139","Pale Cicadabird","Cuckooshrikes"
"6140","Kai Cicadabird","Cuckooshrikes"
"6141","Pale-shouldered Cicadabird","Cuckooshrikes"
"6142","Black-bibbed Cuckooshrike","Cuckooshrikes"
"6143","Manus Cicadabird","Cuckooshrikes"
"6144","Makira Cicadabird","Cuckooshrikes"
"6145","Solomons Cuckooshrike","Cuckooshrikes"
"6146","Papuan Cicadabird","Cuckooshrikes"
"6147","Sulawesi Cicadabird","Cuckooshrikes"
"6148","Sula Cicadabird","Cuckooshrikes"
"6149","Common Cicadabird","Cuckooshrikes"
"6150","Gray-headed Cicadabird","Cuckooshrikes"
"6151","Black Cicadabird","Cuckooshrikes"
"6152","Whitehead","Whiteheads"
"6153","Yellowhead","Whiteheads"
"6154","Pipipi","Whiteheads"
"6155","Black Sittella","Sittellas"
"6156","Papuan Sittella","Sittellas"
"6157","Varied Sittella","Sittellas"
"6158","Papuan Whipbird","Whipbirds and Wedgebills"
"6159","Eastern Whipbird","Whipbirds and Wedgebills"
"6160","Western Whipbird","Whipbirds and Wedgebills"
"6161","Chiming Wedgebill","Whipbirds and Wedgebills"
"6162","Chirruping Wedgebill","Whipbirds and Wedgebills"
"6163","Wattled Ploughbill","Ploughbill"
"6164","Crested Bellbird","Australo-Papuan Bellbirds"
"6165","Rufous-naped Bellbird","Australo-Papuan Bellbirds"
"6166","Piping Bellbird","Australo-Papuan Bellbirds"
"6167","Crested Shrike-tit","Shrike-tit"
"6168","Tit Berrypecker","Tit Berrypecker and Crested Berrypecker"
"6169","Crested Berrypecker","Tit Berrypecker and Crested Berrypecker"
"6170","Black-headed Shrike-Babbler","Shrike-Babblers and Erpornis"
"6171","Pied Shrike-Babbler","Shrike-Babblers and Erpornis"
"6172","Himalayan Shrike-Babbler","Shrike-Babblers and Erpornis"
"6173","Blyth's Shrike-Babbler","Shrike-Babblers and Erpornis"
"6174","Dalat Shrike-Babbler","Shrike-Babblers and Erpornis"
"6175","Green Shrike-Babbler","Shrike-Babblers and Erpornis"
"6176","Black-eared Shrike-Babbler","Shrike-Babblers and Erpornis"
"6177","Trilling Shrike-Babbler","Shrike-Babblers and Erpornis"
"6178","Clicking Shrike-Babbler","Shrike-Babblers and Erpornis"
"6179","White-bellied Erpornis","Shrike-Babblers and Erpornis"
"6180","Rufous-browed Peppershrike","Vireos"
"6181","Black-billed Peppershrike","Vireos"
"6182","Gray-eyed Greenlet","Vireos"
"6183","Rufous-crowned Greenlet","Vireos"
"6184","Olivaceous Greenlet","Vireos"
"6185","Ashy-headed Greenlet","Vireos"
"6186","Scrub Greenlet","Vireos"
"6187","Gray-chested Greenlet","Vireos"
"6188","Brown-headed Greenlet","Vireos"
"6189","Lemon-chested Greenlet","Vireos"
"6190","Chestnut-sided Shrike-Vireo","Vireos"
"6191","Green Shrike-Vireo","Vireos"
"6192","Yellow-browed Shrike-Vireo","Vireos"
"6193","Slaty-capped Shrike-Vireo","Vireos"
"6194","Tawny-crowned Greenlet","Vireos"
"6195","Lesser Greenlet","Vireos"
"6196","Dusky-capped Greenlet","Vireos"
"6197","Buff-cheeked Greenlet","Vireos"
"6198","Golden-fronted Greenlet","Vireos"
"6199","Rufous-naped Greenlet","Vireos"
"6200","Golden Vireo","Vireos"
"6201","Blue Mountain Vireo","Vireos"
"6202","Slaty Vireo","Vireos"
"6203","Black-capped Vireo","Vireos"
"6204","Dwarf Vireo","Vireos"
"6205","White-eyed Vireo","Vireos"
"6206","Thick-billed Vireo","Vireos"
"6207","Mangrove Vireo","Vireos"
"6208","Cozumel Vireo","Vireos"
"6209","San Andres Vireo","Vireos"
"6210","Jamaican Vireo","Vireos"
"6211","Cuban Vireo","Vireos"
"6212","Puerto Rican Vireo","Vireos"
"6213","Flat-billed Vireo","Vireos"
"6214","Bell's Vireo","Vireos"
"6215","Gray Vireo","Vireos"
"6216","Hutton's Vireo","Vireos"
"6217","Yellow-throated Vireo","Vireos"
"6218","Yellow-winged Vireo","Vireos"
"6219","Choco Vireo","Vireos"
"6220","Cassin's Vireo","Vireos"
"6221","Blue-headed Vireo","Vireos"
"6222","Plumbeous Vireo","Vireos"
"6223","Tepui Vireo","Vireos"
"6224","Philadelphia Vireo","Vireos"
"6225","Warbling Vireo","Vireos"
"6226","Brown-capped Vireo","Vireos"
"6227","Red-eyed Vireo","Vireos"
"6228","Chivi Vireo","Vireos"
"6229","Noronha Vireo","Vireos"
"6230","Yellow-green Vireo","Vireos"
"6231","Black-whiskered Vireo","Vireos"
"6232","Yucatan Vireo","Vireos"
"6233","Rusty Pitohui","Whistlers and Allies"
"6234","White-bellied Pitohui","Whistlers and Allies"
"6235","Sandstone Shrikethrush","Whistlers and Allies"
"6236","Bower's Shrikethrush","Whistlers and Allies"
"6237","Gray Shrikethrush","Whistlers and Allies"
"6238","Sooty Shrikethrush","Whistlers and Allies"
"6239","Variable Shrikethrush","Whistlers and Allies"
"6240","Waigeo Shrikethrush","Whistlers and Allies"
"6241","Mamberamo Shrikethrush","Whistlers and Allies"
"6242","Sepik-Ramu Shrikethrush","Whistlers and Allies"
"6243","Arafura Shrikethrush","Whistlers and Allies"
"6244","Tagula Shrikethrush","Whistlers and Allies"
"6245","Rufous Shrikethrush","Whistlers and Allies"
"6246","Black Pitohui","Whistlers and Allies"
"6247","Sangihe Whistler","Whistlers and Allies"
"6248","Maroon-backed Whistler","Whistlers and Allies"
"6249","Olive Whistler","Whistlers and Allies"
"6250","Red-lored Whistler","Whistlers and Allies"
"6251","Gilbert's Whistler","Whistlers and Allies"
"6252","Bare-throated Whistler","Whistlers and Allies"
"6253","Fawn-breasted Whistler","Whistlers and Allies"
"6254","Regent Whistler","Whistlers and Allies"
"6255","Vanuatu Whistler","Whistlers and Allies"
"6256","Vogelkop Whistler","Whistlers and Allies"
"6257","Sclater's Whistler","Whistlers and Allies"
"6258","Fiji Whistler","Whistlers and Allies"
"6259","Samoan Whistler","Whistlers and Allies"
"6260","Tongan Whistler","Whistlers and Allies"
"6261","New Caledonian Whistler","Whistlers and Allies"
"6262","Guadalcanal Hooded Whistler","Whistlers and Allies"
"6263","Bougainville Hooded Whistler","Whistlers and Allies"
"6264","Bismarck Whistler","Whistlers and Allies"
"6265","Louisiade Whistler","Whistlers and Allies"
"6266","Temotu Whistler","Whistlers and Allies"
"6267","Oriole Whistler","Whistlers and Allies"
"6268","Rennell Whistler","Whistlers and Allies"
"6269","Rusty-breasted Whistler","Whistlers and Allies"
"6270","Yellow-throated Whistler","Whistlers and Allies"
"6271","Black-chinned Whistler","Whistlers and Allies"
"6272","Baliem Whistler","Whistlers and Allies"
"6273","Golden Whistler","Whistlers and Allies"
"6274","Western Whistler","Whistlers and Allies"
"6275","Black-tailed Whistler","Whistlers and Allies"
"6276","Morningbird","Whistlers and Allies"
"6277","Brown-backed Whistler","Whistlers and Allies"
"6278","Lorentz's Whistler","Whistlers and Allies"
"6279","Golden-backed Whistler","Whistlers and Allies"
"6280","Yellow-bellied Whistler","Whistlers and Allies"
"6281","Bornean Whistler","Whistlers and Allies"
"6282","Sulphur-bellied Whistler","Whistlers and Allies"
"6283","Mangrove Whistler","Whistlers and Allies"
"6284","Green-backed Whistler","Whistlers and Allies"
"6285","White-vented Whistler","Whistlers and Allies"
"6286","Island Whistler","Whistlers and Allies"
"6287","Biak Whistler","Whistlers and Allies"
"6288","Rusty Whistler","Whistlers and Allies"
"6289","Gray Whistler","Whistlers and Allies"
"6290","Wallacean Whistler","Whistlers and Allies"
"6291","Drab Whistler","Whistlers and Allies"
"6292","White-bellied Whistler","Whistlers and Allies"
"6293","Black-headed Whistler","Whistlers and Allies"
"6294","Rufous Whistler","Whistlers and Allies"
"6295","White-breasted Whistler","Whistlers and Allies"
"6296","Hooded Pitohui","Old World Orioles"
"6297","Raja Ampat Pitohui","Old World Orioles"
"6298","Northern Variable Pitohui","Old World Orioles"
"6299","Southern Variable Pitohui","Old World Orioles"
"6300","Timor Oriole","Old World Orioles"
"6301","Buru Oriole","Old World Orioles"
"6302","Tanimbar Oriole","Old World Orioles"
"6303","Seram Oriole","Old World Orioles"
"6304","Halmahera Oriole","Old World Orioles"
"6305","Brown Oriole","Old World Orioles"
"6306","Olive-backed Oriole","Old World Orioles"
"6307","Green Oriole","Old World Orioles"
"6308","Dark-throated Oriole","Old World Orioles"
"6309","White-lored Oriole","Old World Orioles"
"6310","Philippine Oriole","Old World Orioles"
"6311","Isabela Oriole","Old World Orioles"
"6312","Eurasian Golden Oriole","Old World Orioles"
"6313","Indian Golden Oriole","Old World Orioles"
"6314","African Golden Oriole","Old World Orioles"
"6315","Black-naped Oriole","Old World Orioles"
"6316","Slender-billed Oriole","Old World Orioles"
"6317","Green-headed Oriole","Old World Orioles"
"6318","Sao Tome Oriole","Old World Orioles"
"6319","Western Black-headed Oriole","Old World Orioles"
"6320","Ethiopian Black-headed Oriole","Old World Orioles"
"6321","African Black-headed Oriole","Old World Orioles"
"6322","Black-tailed Oriole","Old World Orioles"
"6323","Black-winged Oriole","Old World Orioles"
"6324","Black-hooded Oriole","Old World Orioles"
"6325","Black Oriole","Old World Orioles"
"6326","Black-and-crimson Oriole","Old World Orioles"
"6327","Maroon Oriole","Old World Orioles"
"6328","Silver Oriole","Old World Orioles"
"6329","Wetar Figbird","Old World Orioles"
"6330","Green Figbird","Old World Orioles"
"6331","Australasian Figbird","Old World Orioles"
"6332","North Island Piopio","Old World Orioles"
"6333","South Island Piopio","Old World Orioles"
"6334","Black-breasted Boatbill","Boatbills"
"6335","Yellow-breasted Boatbill","Boatbills"
"6336","Ashy Woodswallow","Woodswallows"
"6337","Fiji Woodswallow","Woodswallows"
"6338","Ivory-backed Woodswallow","Woodswallows"
"6339","Great Woodswallow","Woodswallows"
"6340","White-breasted Woodswallow","Woodswallows"
"6341","Bismarck Woodswallow","Woodswallows"
"6342","Masked Woodswallow","Woodswallows"
"6343","White-browed Woodswallow","Woodswallows"
"6344","Black-faced Woodswallow","Woodswallows"
"6345","Dusky Woodswallow","Woodswallows"
"6346","Little Woodswallow","Woodswallows"
"6347","Mountain Peltops","Bellmagpies and Allies"
"6348","Lowland Peltops","Bellmagpies and Allies"
"6349","Black-backed Butcherbird","Bellmagpies and Allies"
"6350","Gray Butcherbird","Bellmagpies and Allies"
"6351","Silver-backed Butcherbird","Bellmagpies and Allies"
"6352","Hooded Butcherbird","Bellmagpies and Allies"
"6353","Tagula Butcherbird","Bellmagpies and Allies"
"6354","Pied Butcherbird","Bellmagpies and Allies"
"6355","Black Butcherbird","Bellmagpies and Allies"
"6356","Australian Magpie","Bellmagpies and Allies"
"6357","Pied Currawong","Bellmagpies and Allies"
"6358","Black Currawong","Bellmagpies and Allies"
"6359","Gray Currawong","Bellmagpies and Allies"
"6360","Mottled Berryhunter","Mottled Berryhunter"
"6361","White-tailed Shrike","Wattle-eyes and Batises"
"6362","Brown-throated Wattle-eye","Wattle-eyes and Batises"
"6363","White-fronted Wattle-eye","Wattle-eyes and Batises"
"6364","Black-throated Wattle-eye","Wattle-eyes and Batises"
"6365","Banded Wattle-eye","Wattle-eyes and Batises"
"6366","Chestnut Wattle-eye","Wattle-eyes and Batises"
"6367","West African Wattle-eye","Wattle-eyes and Batises"
"6368","White-spotted Wattle-eye","Wattle-eyes and Batises"
"6369","Red-cheeked Wattle-eye","Wattle-eyes and Batises"
"6370","Black-necked Wattle-eye","Wattle-eyes and Batises"
"6371","Jameson's Wattle-eye","Wattle-eyes and Batises"
"6372","Yellow-bellied Wattle-eye","Wattle-eyes and Batises"
"6373","Boulton's Batis","Wattle-eyes and Batises"
"6374","Short-tailed Batis","Wattle-eyes and Batises"
"6375","Dark Batis","Wattle-eyes and Batises"
"6376","Rwenzori Batis","Wattle-eyes and Batises"
"6377","Cape Batis","Wattle-eyes and Batises"
"6378","Woodward's Batis","Wattle-eyes and Batises"
"6379","Chinspot Batis","Wattle-eyes and Batises"
"6380","Pale Batis","Wattle-eyes and Batises"
"6381","Pririt Batis","Wattle-eyes and Batises"
"6382","Senegal Batis","Wattle-eyes and Batises"
"6383","Gray-headed Batis","Wattle-eyes and Batises"
"6384","Western Black-headed Batis","Wattle-eyes and Batises"
"6385","Eastern Black-headed Batis","Wattle-eyes and Batises"
"6386","Pygmy Batis","Wattle-eyes and Batises"
"6387","Verreaux's Batis","Wattle-eyes and Batises"
"6388","Ituri Batis","Wattle-eyes and Batises"
"6389","Bioko Batis","Wattle-eyes and Batises"
"6390","West African Batis","Wattle-eyes and Batises"
"6391","Angola Batis","Wattle-eyes and Batises"
"6392","White Helmetshrike","Vangas, Helmetshrikes, and Allies"
"6393","Gray-crested Helmetshrike","Vangas, Helmetshrikes, and Allies"
"6394","Yellow-crested Helmetshrike","Vangas, Helmetshrikes, and Allies"
"6395","Red-billed Helmetshrike","Vangas, Helmetshrikes, and Allies"
"6396","Rufous-bellied Helmetshrike","Vangas, Helmetshrikes, and Allies"
"6397","Retz's Helmetshrike","Vangas, Helmetshrikes, and Allies"
"6398","Angola Helmetshrike","Vangas, Helmetshrikes, and Allies"
"6399","Chestnut-fronted Helmetshrike","Vangas, Helmetshrikes, and Allies"
"6400","African Shrike-flycatcher","Vangas, Helmetshrikes, and Allies"
"6401","Black-and-white Shrike-flycatcher","Vangas, Helmetshrikes, and Allies"
"6402","Malabar Woodshrike","Vangas, Helmetshrikes, and Allies"
"6403","Large Woodshrike","Vangas, Helmetshrikes, and Allies"
"6404","Common Woodshrike","Vangas, Helmetshrikes, and Allies"
"6405","Sri Lanka Woodshrike","Vangas, Helmetshrikes, and Allies"
"6406","Bar-winged Flycatcher-shrike","Vangas, Helmetshrikes, and Allies"
"6407","Black-winged Flycatcher-shrike","Vangas, Helmetshrikes, and Allies"
"6408","Rufous-winged Philentoma","Vangas, Helmetshrikes, and Allies"
"6409","Maroon-breasted Philentoma","Vangas, Helmetshrikes, and Allies"
"6410","Archbold's Newtonia","Vangas, Helmetshrikes, and Allies"
"6411","Common Newtonia","Vangas, Helmetshrikes, and Allies"
"6412","Dark Newtonia","Vangas, Helmetshrikes, and Allies"
"6413","Red-tailed Newtonia","Vangas, Helmetshrikes, and Allies"
"6414","Tylas Vanga","Vangas, Helmetshrikes, and Allies"
"6415","Red-tailed Vanga","Vangas, Helmetshrikes, and Allies"
"6416","Red-shouldered Vanga","Vangas, Helmetshrikes, and Allies"
"6417","Nuthatch-Vanga","Vangas, Helmetshrikes, and Allies"
"6418","Chabert Vanga","Vangas, Helmetshrikes, and Allies"
"6419","Crossley's Vanga","Vangas, Helmetshrikes, and Allies"
"6420","Blue Vanga","Vangas, Helmetshrikes, and Allies"
"6421","Hook-billed Vanga","Vangas, Helmetshrikes, and Allies"
"6422","Ward's Flycatcher","Vangas, Helmetshrikes, and Allies"
"6423","Rufous Vanga","Vangas, Helmetshrikes, and Allies"
"6424","Helmet Vanga","Vangas, Helmetshrikes, and Allies"
"6425","Bernier's Vanga","Vangas, Helmetshrikes, and Allies"
"6426","Sickle-billed Vanga","Vangas, Helmetshrikes, and Allies"
"6427","White-headed Vanga","Vangas, Helmetshrikes, and Allies"
"6428","Pollen's Vanga","Vangas, Helmetshrikes, and Allies"
"6429","Lafresnaye's Vanga","Vangas, Helmetshrikes, and Allies"
"6430","Van Dam's Vanga","Vangas, Helmetshrikes, and Allies"
"6431","Bornean Bristlehead","Bristlehead"
"6432","Common Iora","Ioras"
"6433","White-tailed Iora","Ioras"
"6434","Green Iora","Ioras"
"6435","Great Iora","Ioras"
"6436","Brubru","Bushshrikes and Allies"
"6437","Northern Puffback","Bushshrikes and Allies"
"6438","Pringle's Puffback","Bushshrikes and Allies"
"6439","Black-backed Puffback","Bushshrikes and Allies"
"6440","Red-eyed Puffback","Bushshrikes and Allies"
"6441","Pink-footed Puffback","Bushshrikes and Allies"
"6442","Sabine's Puffback","Bushshrikes and Allies"
"6443","Marsh Tchagra","Bushshrikes and Allies"
"6444","Black-crowned Tchagra","Bushshrikes and Allies"
"6445","Brown-crowned Tchagra","Bushshrikes and Allies"
"6446","Three-streaked Tchagra","Bushshrikes and Allies"
"6447","Southern Tchagra","Bushshrikes and Allies"
"6448","Red-naped Bushshrike","Bushshrikes and Allies"
"6449","Coastal Boubou","Bushshrikes and Allies"
"6450","Lühder's Bushshrike","Bushshrikes and Allies"
"6451","Braun's Bushshrike","Bushshrikes and Allies"
"6452","Gabela Bushshrike","Bushshrikes and Allies"
"6453","Turati's Boubou","Bushshrikes and Allies"
